sentence,target_bigram,difficulty
the nearest honest neighbor needed genuine sincerity and sincere kindness,ne,2
never neglect the newest nearest and honest neighbor who genuinely cares,ne,2
the honest nearest neighbor needed genuine kindness and sincere attention,ne,2
never neglect the genuine sincerity of the newest neighbor who needs help,ne,2
the nearest neighbor needed honest and genuine kindness and sincere attention,ne,2
never neglect the newest honest and nearest neighbor who genuinely cares,ne,2
the nearest honest neighbor needed sincerity and genuine and sincere kindness,ne,2
never neglect the honest and genuine sincerity of the newest neighbor,ne,2
the nearest neighbor needed genuine honest kindness and sincere attention,ne,2
never neglect the newest and honest nearest neighbor who genuinely cares,ne,2
the honest nearest neighbor needed genuine and sincerely thoughtful kindness,ne,2
never neglect the genuine and honest sincerity of the nearest neighbor,ne,2
the honest neighbor needed genuine kindness and sincere and thoughtful attention to detail,ne,3
never neglect the nearest and newest neighbor who genuinely needs sincere support,ne,3
the nearest honest neighbor needed genuine kindness and sincere and thoughtful attention,ne,3
never neglect the sincerity of the newest and nearest neighbor who genuinely cares,ne,3
the nearest honest neighbor needed genuine kindness and sincere and genuinely thoughtful attention,ne,3
never neglect the newest and nearest neighbor and their genuine and sincere sincerity,ne,3
the nearest neighbor needed genuine and honestly sincere kindness and thoughtful attention,ne,3
never neglect the honest sincerity of the newest neighbor who genuinely needs help,ne,3
the nearest honest neighbor needed genuine sincerity and sincere and thoughtful kindness,ne,3
never neglect the newest nearest and honest neighbor who genuinely and sincerely cares,ne,3
the honest nearest neighbor needed genuine kindness and sincere and thoughtful attention,ne,3
never neglect the genuine sincerity of the newest neighbor who genuinely needs help,ne,3
the nearest neighbor needed honest and genuine kindness and sincere and thoughtful attention,ne,3
never neglect the newest honest and nearest neighbor who genuinely and sincerely cares,ne,3
the nearest honest neighbor needed sincerity and genuine and sincerely thoughtful kindness,ne,3
never neglect the honest and genuine sincerity of the newest neighbor who cares,ne,3
the nearest neighbor needed genuine honest kindness and sincere and thoughtful attention,ne,3
never neglect the newest and honest nearest neighbor who genuinely and sincerely cares,ne,3
the honest nearest neighbor needed genuine and sincerely and thoughtfully kind attention,ne,3
never neglect the genuine and honest sincerity of the nearest neighbor who cares,ne,3
the honest neighbor needed genuine kindness and sincere and thoughtfully authentic attention to detail,ne,4
never neglect the nearest and newest neighbor who genuinely and authentically needs sincere support,ne,4
the nearest honest neighbor needed genuine kindness and sincere and thoughtfully authentic attention,ne,4
never neglect the sincerity of the newest and nearest neighbor who genuinely and authentically cares,ne,4
the nearest honest neighbor needed genuine kindness and sincere and genuinely and authentically thoughtful attention,ne,4
never neglect the newest and nearest neighbor and their genuine and sincerely authentic sincerity,ne,4
the nearest neighbor needed genuine and honestly sincere kindness and thoughtfully authentic attention,ne,4
never neglect the honest sincerity of the newest neighbor who genuinely and authentically needs help,ne,4
the nearest honest neighbor needed genuine sincerity and sincere and thoughtfully authentic kindness,ne,4
never neglect the newest nearest and honest neighbor who genuinely and authentically and sincerely cares,ne,4
the honest nearest neighbor needed genuine kindness and sincere and thoughtfully authentic attention,ne,4
never neglect the genuine sincerity of the newest neighbor who genuinely and authentically needs help,ne,4
the nearest neighbor needed honest and genuine kindness and sincere and thoughtfully authentic attention,ne,4
